Week,Campaign,Device,Platform,Objective,Funnel Stage,Year,Quarter,Month,Cost,Impressions,Reach,Clicks,Conversions,Conversion Value,Video Views
2024-01-22,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q1,2024-01,692.93,24804,10787,72,0,0,7694
2024-01-29,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-01,1510.57,13918,5518,1235,109,15454.7,0
2024-01-29,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-01,1634.12,15249,6216,1476,110,15424.72,0
2024-01-29,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-01,346.88,3144,1317,267,20,2897.83,0
2024-01-29,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-01,265.61,1813,687,172,13,1830.03,0
2024-01-29,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q1,2024-01,6955.53,65094,25815,2116,69,16812.75,0
2024-01-29,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q1,2024-01,7451.51,71122,26584,2808,73,18216.25,0
2024-01-29,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q1,2024-01,1599.79,15426,6043,544,14,3454.79,0
2024-01-29,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q1,2024-01,1211.19,8474,3430,294,9,2189.72,0
2024-01-29,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q1,2024-01,6115.68,341583,144424,7168,349,27873.25,0
2024-01-29,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q1,2024-01,6554.04,373388,163199,8356,331,26995.36,0
2024-01-29,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q1,2024-01,1321.8,76108,31703,1613,64,5136.07,0
2024-01-29,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q1,2024-01,1000.47,43454,16719,962,38,3011.81,0
2024-01-29,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q1,2024-01,3800.09,389115,161283,2463,17,3124.53,119752
2024-01-29,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q1,2024-01,4378.29,455737,192296,3138,18,3241.49,137604
2024-01-29,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q1,2024-01,872.82,88461,38314,544,3,531.63,27568
2024-01-29,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q1,2024-01,669.36,50688,20046,325,0,0,16594
2024-01-29,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q1,2024-01,4765.87,535169,223826,5256,78,7550.05,0
2024-01-29,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q1,2024-01,5104.49,579761,220509,6540,79,7539.38,0
2024-01-29,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q1,2024-01,1083.11,125588,50005,1255,15,1472.52,0
2024-01-29,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q1,2024-01,829.88,72239,30272,716,10,963.65,0
2024-01-29,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-01,3399.67,246972,106838,4507,246,21212.28,0
2024-01-29,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-01,3679.02,270405,125009,5305,240,21299.33,0
2024-01-29,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-01,734.11,54581,22865,1004,45,3934.28,0
2024-01-29,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-01,554.18,29813,11740,576,25,2138.45,0
2024-01-29,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-01,4238.62,440048,183325,6218,268,21538.1,0
2024-01-29,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-01,4889.4,515702,225804,7923,297,23525.46,0
2024-01-29,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-01,985.85,101236,45131,1400,52,4211.61,0
2024-01-29,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-01,746.78,55721,23291,789,29,2400.05,0
2024-01-29,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-01,5492.43,107645,47192,585,14,12253.63,0
2024-01-29,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-01,5805.66,114944,46580,712,15,12911.42,0
2024-01-29,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-01,1248.38,24892,10516,139,2,1652.21,0
2024-01-29,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-01,1017.67,15281,6558,84,0,0,0
2024-01-29,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-01,2418.84,53328,24312,367,7,2993.7,0
2024-01-29,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-01,2786.22,60208,28392,443,7,3061.33,0
2024-01-29,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-01,562.15,12263,4711,85,0,0,0
2024-01-29,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-01,394.67,6474,2259,47,0,0,0
2024-01-29,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q1,2024-01,3541.53,651946,289785,3013,61,9362.98,0
2024-01-29,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q1,2024-01,3834.56,713196,294939,3796,64,9741.03,0
2024-01-29,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q1,2024-01,813.76,153820,59683,727,12,1781.96,0
2024-01-29,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q1,2024-01,622.57,88282,35217,414,7,1048.91,0
2024-01-29,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q1,2024-01,4232.67,207061,86917,630,3,2383.49,62924
2024-01-29,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q1,2024-01,4590.09,218544,94506,666,1,842.77,73894
2024-01-29,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2024,2024-Q1,2024-01,914.89,44001,17097,128,0,0,13579
2024-01-29,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q1,2024-01,693.27,25183,9234,81,0,0,7515
2024-02-05,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,1512.17,13718,5667,1254,108,15476.95,0
2024-02-05,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,1617.06,14846,6475,1563,111,15747.06,0
2024-02-05,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,343.62,3201,1464,279,20,2823.77,0
2024-02-05,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,262.84,1762,731,153,11,1583.88,0
2024-02-05,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,6875.09,63666,27614,2149,71,17461.2,0
2024-02-05,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,7449.45,66975,30694,2414,65,16489.72,0
2024-02-05,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,1582.91,14355,6005,486,13,3295.06,0
2024-02-05,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,1290.98,8793,3501,293,7,1751.66,0
2024-02-05,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,6051.71,345817,138688,7005,327,26646.91,0
2024-02-05,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,6977.72,402790,151028,9370,379,30398.32,0
2024-02-05,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,1406.94,79383,30262,1643,66,5417.85,0
2024-02-05,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,1066.25,45113,18028,901,36,2915.68,0
2024-02-05,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,3802.99,383279,159389,2379,18,3343.65,120938
2024-02-05,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,4021.42,411175,161422,2907,17,3107.72,127872
2024-02-05,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,864.28,88906,36837,525,1,188.92,29163
2024-02-05,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,696.57,51948,21814,305,0,0,15597
2024-02-05,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,5021.97,574639,256415,5841,90,8545.63,0
2024-02-05,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,5379.04,603812,279028,6629,83,8021.97,0
2024-02-05,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,1084.44,122876,52913,1191,14,1342.32,0
2024-02-05,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,884.89,74904,30212,713,9,859.94,0
2024-02-05,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,3403.34,250734,91315,4732,254,21527.15,0
2024-02-05,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,3879.52,288730,109384,5914,273,22999.68,0
2024-02-05,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,782.05,57078,22050,1097,50,4452.83,0
2024-02-05,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,598.51,32679,13464,613,27,2399.29,0
2024-02-05,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,4239.25,434137,183014,6015,257,21802.72,0
2024-02-05,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,4537.24,470051,185536,7496,259,21685.93,0
2024-02-05,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,963.66,97185,40792,1368,48,3980.78,0
2024-02-05,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,786.76,59461,25900,829,31,2521,0
2024-02-05,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,5718.98,118640,53374,667,16,13231.13,0
2024-02-05,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,6198.82,125043,60029,764,14,11783.09,0
2024-02-05,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,1233.67,24390,10886,131,2,1627.1,0
2024-02-05,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,1007.98,14911,6273,83,0,0,0
2024-02-05,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,2420.74,52887,20106,398,8,3476.65,0
2024-02-05,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,2760.48,60551,24244,489,7,3008.52,0
2024-02-05,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,556.4,11857,4839,87,0,0,0
2024-02-05,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,421.26,6774,2852,48,0,0,0
2024-02-05,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,3503.79,687081,285709,3323,66,9579.47,0
2024-02-05,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,3748.85,715574,310250,3721,61,9054.16,0
2024-02-05,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,755.49,140882,64303,644,10,1511.17,0
2024-02-05,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,616.38,85996,36646,409,7,1030.48,0
2024-02-05,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q1,2024-02,3934.22,189954,74292,591,1,759.31,58443
2024-02-05,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q1,2024-02,4545.82,220923,91720,745,1,761.61,67302
2024-02-05,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2024,2024-Q1,2024-02,904.76,43056,18241,129,0,0,13582
2024-02-05,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q1,2024-02,693.31,23734,10614,69,0,0,7856
2024-02-12,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,1593.12,15232,6643,1378,115,16381.44,0
2024-02-12,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,1599.17,14436,6556,1386,96,13824.65,0
2024-02-12,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,318.03,2903,1199,265,19,2721.98,0
2024-02-12,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,257.1,1752,761,157,10,1406.36,0
2024-02-12,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,7337.95,68904,28450,2371,78,18922.87,0
2024-02-12,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,8376.55,79511,34168,2971,83,19976.08,0
2024-02-12,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,1685.81,15704,6892,521,14,3439.98,0
2024-02-12,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,1292.73,8684,3554,298,9,2289.9,0
2024-02-12,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,6055.29,326245,141957,6760,329,28138.38,0
2024-02-12,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,6484.03,369741,146173,8845,351,28488.84,0
2024-02-12,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,1480.54,84901,35036,1789,74,6029.17,0
2024-02-12,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,1135.21,46913,18115,980,37,3041.44,0
2024-02-12,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,4253.52,434088,193731,2599,18,3329.91,135381
2024-02-12,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,4340.28,433743,179368,2797,16,2997.64,138757
2024-02-12,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,864.49,87689,32415,539,3,548.45,27565
2024-02-12,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,646.15,49123,19498,296,0,0,14962
2024-02-12,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,5028.05,590017,217407,5783,86,8077.91,0
2024-02-12,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,5732.18,679020,267130,7148,89,8226.29,0
2024-02-12,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,1155.37,133543,53353,1264,15,1406.31,0
2024-02-12,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,875.14,73613,30401,721,10,972.5,0
2024-02-12,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,3626.65,250838,110623,4539,251,22635.56,0
2024-02-12,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,3887.39,285648,115170,5919,266,22661.26,0
2024-02-12,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,833.11,61584,23654,1141,53,4495.93,0
2024-02-12,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,670.14,35603,14036,683,31,2686.53,0
2024-02-12,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,4806.26,496417,206401,6708,307,24829.11,0
2024-02-12,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,5161.84,519126,219392,7974,302,24976.75,0
2024-02-12,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,1039.36,106384,41866,1549,58,4728.31,0
2024-02-12,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,787.86,60418,21762,869,31,2496.11,0
2024-02-12,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,5722.48,120488,45420,697,16,13594.64,0
2024-02-12,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,6608.87,140574,55578,879,18,15185.57,0
2024-02-12,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,1315.63,27413,11200,154,3,2435.16,0
2024-02-12,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,1008.48,15151,6432,83,0,0,0
2024-02-12,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,2549.89,54223,24674,370,7,3110.77,0
2024-02-12,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,2765.31,61807,25995,484,8,3400.91,0
2024-02-12,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,586.04,13271,5216,98,0,0,0
2024-02-12,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,477.16,7783,3171,57,0,0,0
2024-02-12,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,3505.02,667342,256008,3337,65,9625.69,0
2024-02-12,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,4000.41,777613,312479,4167,69,10501.89,0
2024-02-12,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,806.03,158799,67204,767,12,1813.77,0
2024-02-12,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,609.85,83669,37102,389,6,932.2,0
2024-02-12,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q1,2024-02,4198.33,197792,93280,565,2,1603.75,63405
2024-02-12,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q1,2024-02,4504.48,215701,91733,700,2,1608.36,67898
2024-02-12,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2024,2024-Q1,2024-02,965.15,46569,18811,144,0,0,14356
2024-02-12,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q1,2024-02,778.65,28131,11815,87,0,0,8523
2024-02-19,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,1595.2,14897,5331,1454,125,17430.19,0
2024-02-19,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,1817.58,17279,7593,1826,134,19198.93,0
2024-02-19,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,366.46,3391,1517,322,24,3514,0
2024-02-19,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q1,2024-02,277.64,1855,756,172,13,1874.53,0
2024-02-19,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,7340.9,67679,28947,2283,72,18529.97,0
2024-02-19,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,7774.4,70023,27264,2693,70,17057.06,0
2024-02-19,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,1668.5,15766,6519,543,14,3388.98,0
2024-02-19,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q1,2024-02,1347.82,9522,4021,325,9,2150.7,0
2024-02-19,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,6382.23,364309,164171,7450,354,28514.22,0
2024-02-19,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,6833.26,379174,177115,8321,322,26617.4,0
2024-02-19,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,1377.49,77892,34061,1605,60,4873.84,0
2024-02-19,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q1,2024-02,1124.79,47474,19452,1018,41,3322.41,0
2024-02-19,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,3962.68,399468,151059,2622,18,3353.47,125819
2024-02-19,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,4572.97,463099,206194,3292,19,3507.18,144505
2024-02-19,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,910.82,90362,42346,573,3,546.16,29502
2024-02-19,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q1,2024-02,698.2,51835,22213,321,0,0,16604
2024-02-19,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,4965.64,550919,251635,5233,75,7370.65,0
2024-02-19,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,5313.59,596316,247025,6542,77,7448.08,0
2024-02-19,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,1128.91,128034,55526,1253,16,1533.38,0
2024-02-19,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q1,2024-02,922.18,78336,35089,751,11,1047.35,0
2024-02-19,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,3589.31,265607,108101,4715,253,21409.76,0
2024-02-19,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,3841.74,276841,118916,5254,244,21186.34,0
2024-02-19,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,774.35,56379,24967,1018,47,4043.46,0
2024-02-19,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q1,2024-02,624.83,34236,14296,634,28,2373.21,0
2024-02-19,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,4424.6,450694,173309,6647,284,23123.5,0
2024-02-19,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,5112.07,528674,244525,8387,306,24727.16,0
2024-02-19,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,1028.26,103321,43330,1475,55,4559.5,0
2024-02-19,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q1,2024-02,830.8,60263,26334,826,32,2742.6,0
2024-02-19,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,5719.62,113417,52540,598,15,12968.7,0
2024-02-19,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,6537.22,131415,55513,846,16,13716.41,0
2024-02-19,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,1402.52,28447,11435,152,2,1665.4,0
2024-02-19,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,1129.08,17116,7084,91,0,0,0
2024-02-19,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,2715.07,60837,23009,432,8,3350.97,0
2024-02-19,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,2943.84,64730,24895,496,8,3439.62,0
2024-02-19,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,586.64,13006,5246,87,0,0,0
2024-02-19,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q1,2024-02,444.4,7388,2781,52,0,0,0
2024-02-19,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,3693.84,695047,324658,3381,69,10347.14,0
2024-02-19,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,4004.44,760588,330815,4240,70,10397.58,0
2024-02-19,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,859.59,164663,67049,802,12,1759.75,0
2024-02-19,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q1,2024-02,692.21,99981,42911,480,7,1029.02,0
2024-02-19,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q1,2024-02,4427.48,219678,83947,688,4,3125.89,69429
2024-02-19,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q1,2024-02,4799.35,233521,94203,793,3,2407.2,76446
