Month,Channel,Device,Country,Year,Quarter,Month Label,Sessions,Users,New Users,Pageviews,Bounces,Session Seconds,Goal Completions,Goal Value
2024-02-01,Display,Desktop,United Kingdom,2024,2024-Q1,2024-02,2023,1652,1302,3067,1447,109466,12,1097.98
2024-02-01,Display,Desktop,Germany,2024,2024-Q1,2024-02,1303,1066,839,1973,942,70923,1,97.5
2024-02-01,Display,Desktop,India,2024,2024-Q1,2024-02,1721,1403,1112,2601,1231,92405,10,931.59
2024-02-01,Display,Desktop,Australia,2024,2024-Q1,2024-02,764,630,505,1152,547,41609,0,0
2024-02-01,Display,Desktop,Canada,2024,2024-Q1,2024-02,1065,866,679,1623,759,57257,0,0
2024-02-01,Display,Mobile,United States,2024,2024-Q1,2024-02,7425,6104,4816,9247,6139,401214,52,5062.67
2024-02-01,Display,Mobile,United Kingdom,2024,2024-Q1,2024-02,2468,2018,1612,3063,2025,133740,19,1806.22
2024-02-01,Display,Mobile,Germany,2024,2024-Q1,2024-02,1609,1323,1045,1981,1318,85635,6,564.04
2024-02-01,Display,Mobile,India,2024,2024-Q1,2024-02,2177,1781,1403,2732,1778,115108,16,1508.27
2024-02-01,Display,Mobile,Australia,2024,2024-Q1,2024-02,946,775,611,1186,777,50569,0,0
2024-02-01,Display,Mobile,Canada,2024,2024-Q1,2024-02,1340,1094,862,1676,1092,70733,2,198.29
2024-02-01,Display,Tablet,United States,2024,2024-Q1,2024-02,1170,954,758,1781,832,62600,0,0
2024-02-01,Display,Tablet,United Kingdom,2024,2024-Q1,2024-02,388,316,255,585,278,20943,0,0
2024-02-01,Display,Tablet,Germany,2024,2024-Q1,2024-02,253,211,165,378,184,13584,0,0
2024-02-01,Display,Tablet,India,2024,2024-Q1,2024-02,341,279,222,518,245,18379,0,0
2024-02-01,Display,Tablet,Australia,2024,2024-Q1,2024-02,149,122,93,223,107,8006,0,0
2024-02-01,Display,Tablet,Canada,2024,2024-Q1,2024-02,215,175,138,328,150,11521,0,0
2024-03-01,Organic Search,Desktop,United States,2024,2024-Q1,2024-03,68699,56144,34202,215354,28135,12707732,2165,205779.66
2024-03-01,Organic Search,Desktop,United Kingdom,2024,2024-Q1,2024-03,23670,19279,11685,74296,9599,4211568,746,70975.13
2024-03-01,Organic Search,Desktop,Germany,2024,2024-Q1,2024-03,15156,12420,7568,47648,6185,2769290,479,45322.05
2024-03-01,Organic Search,Desktop,India,2024,2024-Q1,2024-03,19914,16315,9832,62449,8182,3611716,620,59805.55
2024-03-01,Organic Search,Desktop,Australia,2024,2024-Q1,2024-03,8917,7268,4445,27961,3626,1638883,279,26318.06
2024-03-01,Organic Search,Desktop,Canada,2024,2024-Q1,2024-03,12647,10381,6272,39317,5203,2301608,395,37853.74
2024-03-01,Organic Search,Mobile,United States,2024,2024-Q1,2024-03,84059,69058,41698,213283,39149,15251837,2582,247406.33
2024-03-01,Organic Search,Mobile,United Kingdom,2024,2024-Q1,2024-03,29666,24294,14789,76807,13820,5330428,943,90231.44
2024-03-01,Organic Search,Mobile,Germany,2024,2024-Q1,2024-03,19024,15552,9458,49454,8881,3560817,610,57577.99
2024-03-01,Organic Search,Mobile,India,2024,2024-Q1,2024-03,25466,20834,12506,66148,11839,4505014,787,74984.13
2024-03-01,Organic Search,Mobile,Australia,2024,2024-Q1,2024-03,11123,9094,5548,28387,5142,2042314,350,33522.1
2024-03-01,Organic Search,Mobile,Canada,2024,2024-Q1,2024-03,15567,12746,7734,39312,7279,2854268,476,45008.24
2024-03-01,Organic Search,Tablet,United States,2024,2024-Q1,2024-03,13433,11018,6618,41712,5492,2442207,418,39682.6
2024-03-01,Organic Search,Tablet,United Kingdom,2024,2024-Q1,2024-03,4636,3809,2297,14605,1914,837776,143,13717.64
2024-03-01,Organic Search,Tablet,Germany,2024,2024-Q1,2024-03,2915,2378,1442,8959,1182,527347,91,8719.19
2024-03-01,Organic Search,Tablet,India,2024,2024-Q1,2024-03,3962,3245,1957,12471,1616,719445,125,11857.94
2024-03-01,Organic Search,Tablet,Australia,2024,2024-Q1,2024-03,1753,1425,865,5582,713,317241,55,5257.69
2024-03-01,Organic Search,Tablet,Canada,2024,2024-Q1,2024-03,2470,2030,1229,7813,1009,443112,77,7305.02
2024-03-01,Paid Search,Desktop,United States,2024,2024-Q1,2024-03,28168,23089,15984,65786,13476,3973048,1199,112656.1
2024-03-01,Paid Search,Desktop,United Kingdom,2024,2024-Q1,2024-03,9520,7838,5459,22312,4616,1352123,403,38884.39
2024-03-01,Paid Search,Desktop,Germany,2024,2024-Q1,2024-03,6123,4995,3472,14162,2895,860602,262,24764.23
2024-03-01,Paid Search,Desktop,India,2024,2024-Q1,2024-03,8181,6737,4665,18817,3937,1166912,347,33000.22
2024-03-01,Paid Search,Desktop,Australia,2024,2024-Q1,2024-03,3670,2999,2071,8634,1762,503896,158,15208.65
2024-03-01,Paid Search,Desktop,Canada,2024,2024-Q1,2024-03,4973,4117,2871,11438,2386,702103,210,19965.78
2024-03-01,Paid Search,Mobile,United States,2024,2024-Q1,2024-03,35082,28872,20272,67710,19036,5015454,1501,141536.52
2024-03-01,Paid Search,Mobile,United Kingdom,2024,2024-Q1,2024-03,11835,9676,6603,22544,6425,1642898,502,48341.17
2024-03-01,Paid Search,Mobile,Germany,2024,2024-Q1,2024-03,7624,6201,4323,14566,4147,1080970,325,30768.45
2024-03-01,Paid Search,Mobile,India,2024,2024-Q1,2024-03,9995,8233,5779,18734,5466,1428390,418,39996.27
2024-03-01,Paid Search,Mobile,Australia,2024,2024-Q1,2024-03,4531,3687,2553,8638,2445,632016,193,18105.79
2024-03-01,Paid Search,Mobile,Canada,2024,2024-Q1,2024-03,6140,5042,3496,11610,3345,868412,256,24265.5
2024-03-01,Paid Search,Tablet,United States,2024,2024-Q1,2024-03,5355,4364,3030,12345,2559,760799,227,21706.61
2024-03-01,Paid Search,Tablet,United Kingdom,2024,2024-Q1,2024-03,1845,1499,1036,4304,878,256308,79,7524.45
2024-03-01,Paid Search,Tablet,Germany,2024,2024-Q1,2024-03,1214,992,691,2876,581,169845,54,5143.77
2024-03-01,Paid Search,Tablet,India,2024,2024-Q1,2024-03,1588,1298,891,3686,762,221086,68,6476.06
2024-03-01,Paid Search,Tablet,Australia,2024,2024-Q1,2024-03,718,583,403,1677,346,101127,30,2879.04
2024-03-01,Paid Search,Tablet,Canada,2024,2024-Q1,2024-03,976,799,561,2263,469,140117,42,3970.5
2024-03-01,Direct,Desktop,United States,2024,2024-Q1,2024-03,34515,28125,9339,124948,12315,7810890,1340,127448.26
2024-03-01,Direct,Desktop,United Kingdom,2024,2024-Q1,2024-03,11685,9577,3192,41900,4209,2610193,439,41511.29
2024-03-01,Direct,Desktop,Germany,2024,2024-Q1,2024-03,7791,6420,2135,28807,2813,1701991,303,29149.67
2024-03-01,Direct,Desktop,India,2024,2024-Q1,2024-03,9913,8138,2700,35567,3531,2227734,378,35618.46
2024-03-01,Direct,Desktop,Australia,2024,2024-Q1,2024-03,4543,3726,1232,16638,1639,998185,176,16978.05
2024-03-01,Direct,Desktop,Canada,2024,2024-Q1,2024-03,6241,5092,1701,22664,2212,1411650,246,23412.79
2024-03-01,Direct,Mobile,United States,2024,2024-Q1,2024-03,42767,34773,11626,127768,17305,9543548,1663,157626.34
2024-03-01,Direct,Mobile,United Kingdom,2024,2024-Q1,2024-03,14655,12133,4065,43546,6014,3300809,562,53583.41
2024-03-01,Direct,Mobile,Germany,2024,2024-Q1,2024-03,9391,7602,2505,28005,3809,2079028,363,34537.49
2024-03-01,Direct,Mobile,India,2024,2024-Q1,2024-03,12364,10137,3381,36881,5060,2765966,476,45185.66
2024-03-01,Direct,Mobile,Australia,2024,2024-Q1,2024-03,5636,4636,1530,16810,2332,1249106,217,21030.68
2024-03-01,Direct,Mobile,Canada,2024,2024-Q1,2024-03,7691,6305,2097,22785,3146,1715770,293,27815.07
2024-03-01,Direct,Tablet,United States,2024,2024-Q1,2024-03,6867,5602,1860,25294,2453,1524515,269,25625.24
2024-03-01,Direct,Tablet,United Kingdom,2024,2024-Q1,2024-03,2290,1865,613,8378,830,511237,86,8213.22
2024-03-01,Direct,Tablet,Germany,2024,2024-Q1,2024-03,1482,1211,401,5394,529,327605,56,5352.23
2024-03-01,Direct,Tablet,India,2024,2024-Q1,2024-03,1959,1609,539,7108,704,448277,75,7092.1
2024-03-01,Direct,Tablet,Australia,2024,2024-Q1,2024-03,879,715,237,3194,316,194046,37,3513.68
2024-03-01,Direct,Tablet,Canada,2024,2024-Q1,2024-03,1211,990,333,4420,432,271485,46,4350.35
2024-03-01,Social,Desktop,United States,2024,2024-Q1,2024-03,19755,16231,12265,36540,13015,1463467,222,21112.12
2024-03-01,Social,Desktop,United Kingdom,2024,2024-Q1,2024-03,6392,5224,3986,11565,4181,488562,72,6843.28
2024-03-01,Social,Desktop,Germany,2024,2024-Q1,2024-03,4277,3518,2668,7749,2819,319266,46,4420.13
2024-03-01,Social,Desktop,India,2024,2024-Q1,2024-03,5619,4586,3503,10326,3667,431211,62,5902.43
2024-03-01,Social,Desktop,Australia,2024,2024-Q1,2024-03,2516,2058,1558,4571,1653,187384,30,2867.1
2024-03-01,Social,Desktop,Canada,2024,2024-Q1,2024-03,3496,2842,2178,6442,2294,263709,39,3738.49
2024-03-01,Social,Mobile,United States,2024,2024-Q1,2024-03,24067,19578,14902,36267,18090,1836027,269,25569.83
2024-03-01,Social,Mobile,United Kingdom,2024,2024-Q1,2024-03,8124,6667,5101,12015,6104,625515,90,8545.06
2024-03-01,Social,Mobile,Germany,2024,2024-Q1,2024-03,5378,4445,3360,8058,4072,405135,61,5885.6
2024-03-01,Social,Mobile,India,2024,2024-Q1,2024-03,6817,5550,4239,10059,5099,522539,76,7266.63
2024-03-01,Social,Mobile,Australia,2024,2024-Q1,2024-03,3112,2559,1959,4623,2348,236546,36,3479.08
2024-03-01,Social,Mobile,Canada,2024,2024-Q1,2024-03,4393,3564,2702,6692,3295,334044,47,4455.52
2024-03-01,Social,Tablet,United States,2024,2024-Q1,2024-03,3786,3098,2339,6906,2487,284175,42,4016.51
2024-03-01,Social,Tablet,United Kingdom,2024,2024-Q1,2024-03,1280,1046,804,2317,841,99214,12,1098.47
2024-03-01,Social,Tablet,Germany,2024,2024-Q1,2024-03,826,670,511,1502,543,62981,0,0
2024-03-01,Social,Tablet,India,2024,2024-Q1,2024-03,1097,898,682,1993,715,82755,7,668.8
2024-03-01,Social,Tablet,Australia,2024,2024-Q1,2024-03,490,407,308,885,328,37440,0,0
2024-03-01,Social,Tablet,Canada,2024,2024-Q1,2024-03,673,548,418,1213,439,50306,0,0
2024-03-01,Referral,Desktop,United States,2024,2024-Q1,2024-03,8600,7039,4489,22386,4479,1330510,164,15758
2024-03-01,Referral,Desktop,United Kingdom,2024,2024-Q1,2024-03,2942,2396,1549,7798,1511,463013,56,5288.38
2024-03-01,Referral,Desktop,Germany,2024,2024-Q1,2024-03,1853,1519,972,4841,965,290542,36,3464.38
2024-03-01,Referral,Desktop,India,2024,2024-Q1,2024-03,2518,2059,1324,6709,1303,394045,47,4429.1
2024-03-01,Referral,Desktop,Australia,2024,2024-Q1,2024-03,1090,895,584,2838,566,175807,24,2275.92
2024-03-01,Referral,Desktop,Canada,2024,2024-Q1,2024-03,1545,1260,815,4076,796,242179,31,2948.62
2024-03-01,Referral,Mobile,United States,2024,2024-Q1,2024-03,10645,8735,5587,23124,6339,1656508,203,19673.2
2024-03-01,Referral,Mobile,United Kingdom,2024,2024-Q1,2024-03,3570,2924,1904,7675,2111,571434,69,6605.37
2024-03-01,Referral,Mobile,Germany,2024,2024-Q1,2024-03,2361,1929,1235,5052,1413,370304,45,4272.22
2024-03-01,Referral,Mobile,India,2024,2024-Q1,2024-03,3137,2559,1657,6911,1854,489873,61,5806.59
2024-03-01,Referral,Mobile,Australia,2024,2024-Q1,2024-03,1373,1128,719,2944,806,216237,29,2785.7
2024-03-01,Referral,Mobile,Canada,2024,2024-Q1,2024-03,1923,1572,1003,4191,1141,299484,37,3543.24
2024-03-01,Referral,Tablet,United States,2024,2024-Q1,2024-03,1687,1378,891,4433,870,266576,36,3426.51
2024-03-01,Referral,Tablet,United Kingdom,2024,2024-Q1,2024-03,561,454,292,1478,289,88310,4,381.1
2024-03-01,Referral,Tablet,Germany,2024,2024-Q1,2024-03,359,297,192,934,191,56262,0,0
2024-03-01,Referral,Tablet,India,2024,2024-Q1,2024-03,479,392,251,1260,248,75575,0,0
2024-03-01,Referral,Tablet,Australia,2024,2024-Q1,2024-03,217,175,114,564,110,34162,0,0
2024-03-01,Referral,Tablet,Canada,2024,2024-Q1,2024-03,305,252,161,812,158,47605,0,0
2024-03-01,Email,Desktop,United States,2024,2024-Q1,2024-03,11738,9657,2087,34375,3882,2418539,691,65973.56
2024-03-01,Email,Desktop,United Kingdom,2024,2024-Q1,2024-03,3998,3244,697,11846,1307,809975,236,22239.09
2024-03-01,Email,Desktop,Germany,2024,2024-Q1,2024-03,2528,2079,451,7369,828,522077,146,13907.82
2024-03-01,Email,Desktop,India,2024,2024-Q1,2024-03,3425,2795,597,10081,1125,705893,205,19813.84
2024-03-01,Email,Desktop,Australia,2024,2024-Q1,2024-03,1505,1228,266,4402,495,311502,86,8055.48
2024-03-01,Email,Desktop,Canada,2024,2024-Q1,2024-03,2108,1741,373,6173,700,426871,122,11815.24
2024-03-01,Email,Mobile,United States,2024,2024-Q1,2024-03,14595,12025,2572,34889,5540,2970237,841,80714.96
2024-03-01,Email,Mobile,United Kingdom,2024,2024-Q1,2024-03,5018,4091,879,12123,1872,1014049,299,28646.35
2024-03-01,Email,Mobile,Germany,2024,2024-Q1,2024-03,3188,2619,563,7687,1196,656415,185,17609.46
2024-03-01,Email,Mobile,India,2024,2024-Q1,2024-03,4250,3475,743,10324,1584,850473,249,23719.28
2024-03-01,Email,Mobile,Australia,2024,2024-Q1,2024-03,1884,1545,334,4543,706,386530,113,10792.63
2024-03-01,Email,Mobile,Canada,2024,2024-Q1,2024-03,2630,2141,461,6245,983,538592,152,14493.87
2024-03-01,Email,Tablet,United States,2024,2024-Q1,2024-03,2286,1890,410,6617,756,469252,133,12703.5
2024-03-01,Email,Tablet,United Kingdom,2024,2024-Q1,2024-03,778,640,139,2282,253,159064,46,4379.19
2024-03-01,Email,Tablet,Germany,2024,2024-Q1,2024-03,490,402,88,1422,159,101330,29,2769.27
2024-03-01,Email,Tablet,India,2024,2024-Q1,2024-03,679,557,119,2001,227,137437,42,4013.52
2024-03-01,Email,Tablet,Australia,2024,2024-Q1,2024-03,296,244,51,872,98,61232,21,2024.94
2024-03-01,Email,Tablet,Canada,2024,2024-Q1,2024-03,408,335,75,1198,136,82137,26,2499.95
2024-03-01,Display,Desktop,United States,2024,2024-Q1,2024-03,6798,5589,4424,10141,4849,373442,48,4519.41
2024-03-01,Display,Desktop,United Kingdom,2024,2024-Q1,2024-03,2379,1951,1543,3652,1716,129246,17,1582.57
2024-03-01,Display,Desktop,Germany,2024,2024-Q1,2024-03,1506,1225,978,2259,1071,80998,5,477.94
2024-03-01,Display,Desktop,India,2024,2024-Q1,2024-03,2013,1660,1310,3050,1453,107328,10,917.13
2024-03-01,Display,Desktop,Australia,2024,2024-Q1,2024-03,886,726,578,1347,636,47838,0,0
2024-03-01,Display,Desktop,Canada,2024,2024-Q1,2024-03,1244,1031,818,1867,902,66773,0,0
2024-03-01,Display,Mobile,United States,2024,2024-Q1,2024-03,8722,7175,5674,10928,7097,466583,62,5876.01
2024-03-01,Display,Mobile,United Kingdom,2024,2024-Q1,2024-03,2982,2439,1913,3727,2449,159046,26,2496.85
2024-03-01,Display,Mobile,Germany,2024,2024-Q1,2024-03,1890,1547,1231,2337,1545,102426,10,928.1
2024-03-01,Display,Mobile,India,2024,2024-Q1,2024-03,2491,2030,1616,3089,2045,136587,18,1694.99
2024-03-01,Display,Mobile,Australia,2024,2024-Q1,2024-03,1124,917,728,1399,911,60166,0,0
2024-03-01,Display,Mobile,Canada,2024,2024-Q1,2024-03,1563,1291,1021,1925,1286,84673,6,584.08
2024-03-01,Display,Tablet,United States,2024,2024-Q1,2024-03,1323,1085,868,1986,945,72392,1,97.96
2024-03-01,Display,Tablet,United Kingdom,2024,2024-Q1,2024-03,471,383,300,714,339,25359,0,0
2024-03-01,Display,Tablet,Germany,2024,2024-Q1,2024-03,302,250,195,463,219,16230,0,0
2024-03-01,Display,Tablet,India,2024,2024-Q1,2024-03,391,321,255,583,279,20807,0,0
2024-03-01,Display,Tablet,Australia,2024,2024-Q1,2024-03,182,147,111,278,136,9807,0,0
2024-03-01,Display,Tablet,Canada,2024,2024-Q1,2024-03,240,196,157,366,169,13167,0,0
2024-04-01,Organic Search,Desktop,United States,2024,2024-Q2,2024-04,74580,60999,37199,231546,30386,13413485,2306,220397.29
2024-04-01,Organic Search,Desktop,United Kingdom,2024,2024-Q2,2024-04,25648,21129,12816,79214,10537,4692732,793,75429.67
2024-04-01,Organic Search,Desktop,Germany,2024,2024-Q2,2024-04,16760,13622,8183,53452,6903,3000421,533,51015.81
2024-04-01,Organic Search,Desktop,India,2024,2024-Q2,2024-04,21901,18073,10943,68797,8933,3940037,682,64540.87
2024-04-01,Organic Search,Desktop,Australia,2024,2024-Q2,2024-04,10120,8261,4935,31743,4147,1803151,314,30156.85
2024-04-01,Organic Search,Desktop,Canada,2024,2024-Q2,2024-04,13685,11148,6812,42876,5548,2484167,428,40258.27
2024-04-01,Organic Search,Mobile,United States,2024,2024-Q2,2024-04,95177,77696,46856,245510,44157,17265638,2995,282478.32
2024-04-01,Organic Search,Mobile,United Kingdom,2024,2024-Q2,2024-04,31978,26323,15977,81518,15080,5857410,1001,95554
2024-04-01,Organic Search,Mobile,Germany,2024,2024-Q2,2024-04,20732,16826,10175,53002,9566,3721330,653,61873.21
2024-04-01,Organic Search,Mobile,India,2024,2024-Q2,2024-04,27090,22255,13520,69443,12553,5001117,851,81114.01
2024-04-01,Organic Search,Mobile,Australia,2024,2024-Q2,2024-04,12507,10225,6153,32300,5842,2254649,393,37814.43
2024-04-01,Organic Search,Mobile,Canada,2024,2024-Q2,2024-04,16507,13493,8240,42196,7732,3020373,513,48991.7
2024-04-01,Organic Search,Tablet,United States,2024,2024-Q2,2024-04,14893,12151,7367,47186,6086,2727776,470,44672.94
2024-04-01,Organic Search,Tablet,United Kingdom,2024,2024-Q2,2024-04,5005,4102,2469,15716,2046,890407,158,15155.94
2024-04-01,Organic Search,Tablet,Germany,2024,2024-Q2,2024-04,3293,2702,1632,10359,1351,587688,105,10011.64
2024-04-01,Organic Search,Tablet,India,2024,2024-Q2,2024-04,4223,3442,2103,13288,1722,776557,134,12743.46
2024-04-01,Organic Search,Tablet,Australia,2024,2024-Q2,2024-04,1954,1591,964,6159,793,355077,62,5893.8
2024-04-01,Organic Search,Tablet,Canada,2024,2024-Q2,2024-04,2677,2169,1322,8384,1086,494238,84,7940.48
2024-04-01,Paid Search,Desktop,United States,2024,2024-Q2,2024-04,31216,25599,17736,74098,15008,4341539,1331,127350.85
2024-04-01,Paid Search,Desktop,United Kingdom,2024,2024-Q2,2024-04,10348,8477,5831,23893,4900,1443774,444,42087.39
2024-04-01,Paid Search,Desktop,Germany,2024,2024-Q2,2024-04,6889,5648,3888,15955,3319,963632,288,27619.91
2024-04-01,Paid Search,Desktop,India,2024,2024-Q2,2024-04,8824,7144,5006,20550,4187,1248437,378,35835.94
2024-04-01,Paid Search,Desktop,Australia,2024,2024-Q2,2024-04,4019,3295,2290,9390,1918,565219,169,16021.66
2024-04-01,Paid Search,Desktop,Canada,2024,2024-Q2,2024-04,5498,4466,3081,12840,2614,769955,237,22511.98
2024-04-01,Paid Search,Mobile,United States,2024,2024-Q2,2024-04,37884,30792,21279,72291,20603,5326274,1626,156452.75
2024-04-01,Paid Search,Mobile,United Kingdom,2024,2024-Q2,2024-04,12971,10615,7388,24728,7110,1830383,547,51469.98
2024-04-01,Paid Search,Mobile,Germany,2024,2024-Q2,2024-04,8540,7021,4870,16397,4707,1192610,368,35364.38
2024-04-01,Paid Search,Mobile,India,2024,2024-Q2,2024-04,10925,8943,6193,20615,5942,1539910,461,43926.4
2024-04-01,Paid Search,Mobile,Australia,2024,2024-Q2,2024-04,4912,4012,2770,9359,2708,696093,204,19597.21
2024-04-01,Paid Search,Mobile,Canada,2024,2024-Q2,2024-04,6869,5591,3903,13166,3720,958079,295,28321.15
2024-04-01,Paid Search,Tablet,United States,2024,2024-Q2,2024-04,5913,4826,3326,13848,2835,804538,251,23902.46
2024-04-01,Paid Search,Tablet,United Kingdom,2024,2024-Q2,2024-04,2032,1667,1168,4752,965,288181,86,8141.14
2024-04-01,Paid Search,Tablet,Germany,2024,2024-Q2,2024-04,1330,1079,743,3059,635,189095,57,5439.04
2024-04-01,Paid Search,Tablet,India,2024,2024-Q2,2024-04,1738,1409,980,4069,827,241012,75,7053.35
2024-04-01,Paid Search,Tablet,Australia,2024,2024-Q2,2024-04,769,635,441,1784,367,109164,34,3291.37
2024-04-01,Paid Search,Tablet,Canada,2024,2024-Q2,2024-04,1071,883,616,2473,515,148538,42,4001.48
2024-04-01,Direct,Desktop,United States,2024,2024-Q2,2024-04,38129,31273,10346,138048,13716,8369514,1454,139776.95
2024-04-01,Direct,Desktop,United Kingdom,2024,2024-Q2,2024-04,13025,10601,3556,48039,4672,2918600,506,48002.45
2024-04-01,Direct,Desktop,Germany,2024,2024-Q2,2024-04,8318,6766,2241,29957,2971,1862546,317,30200.53
2024-04-01,Direct,Desktop,India,2024,2024-Q2,2024-04,10972,8909,2943,40581,3950,2439963,425,40509.01
2024-04-01,Direct,Desktop,Australia,2024,2024-Q2,2024-04,4849,3985,1328,17476,1747,1103536,185,17686.42
2024-04-01,Direct,Desktop,Canada,2024,2024-Q2,2024-04,6919,5669,1876,25309,2496,1548985,267,25502.47
2024-04-01,Direct,Mobile,United States,2024,2024-Q2,2024-04,48345,39725,13179,144041,19859,10685262,1875,180495.61
2024-04-01,Direct,Mobile,United Kingdom,2024,2024-Q2,2024-04,15666,12722,4215,46743,6423,3574766,607,57946.99
2024-04-01,Direct,Mobile,Germany,2024,2024-Q2,2024-04,10252,8423,2801,30485,4208,2274628,382,36446.47
2024-04-01,Direct,Mobile,India,2024,2024-Q2,2024-04,13938,11372,3782,41991,5711,3104937,543,52093.44
2024-04-01,Direct,Mobile,Australia,2024,2024-Q2,2024-04,6175,5055,1671,18477,2523,1357201,235,22077.19
2024-04-01,Direct,Mobile,Canada,2024,2024-Q2,2024-04,8542,6985,2305,25788,3501,1868370,333,31943.25
2024-04-01,Direct,Tablet,United States,2024,2024-Q2,2024-04,7474,6101,2032,27140,2679,1690639,287,27294.67
2024-04-01,Direct,Tablet,United Kingdom,2024,2024-Q2,2024-04,2528,2047,680,9202,893,561090,96,9061.92
2024-04-01,Direct,Tablet,Germany,2024,2024-Q2,2024-04,1619,1342,451,5859,580,363033,63,6000.46
2024-04-01,Direct,Tablet,India,2024,2024-Q2,2024-04,2116,1730,573,7664,762,465502,81,7784.5
2024-04-01,Direct,Tablet,Australia,2024,2024-Q2,2024-04,947,779,263,3435,339,213801,37,3538.86
2024-04-01,Direct,Tablet,Canada,2024,2024-Q2,2024-04,1354,1110,365,4958,487,297887,52,5010.08
2024-04-01,Social,Desktop,United States,2024,2024-Q2,2024-04,20699,16826,12895,37602,13684,1613119,228,21734.61
2024-04-01,Social,Desktop,United Kingdom,2024,2024-Q2,2024-04,7281,5942,4532,13359,4761,541411,81,7707.77
2024-04-01,Social,Desktop,Germany,2024,2024-Q2,2024-04,4616,3786,2900,8345,3060,356251,50,4732.54
2024-04-01,Social,Desktop,India,2024,2024-Q2,2024-04,6084,4971,3771,11073,4018,454423,68,6535.31
2024-04-01,Social,Desktop,Australia,2024,2024-Q2,2024-04,2713,2217,1702,4912,1759,209796,31,2943.73
